,,,,,,,,,,,,,,,,,,,,,,
Department of Consumer Affairs ( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  29/08/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,41.58,29.9,35.31,77.9,140.34,115.02,111.19,92.09,43.41,58.23,191.16,140.59,128.76,128.45,127.87,102.45,52.44,281.94,22.42,24.22,32.95,58.84
Maximum Price,65.0,51.0,67.0,132.0,177.0,161.0,167.0,143.0,70.0,85.0,257.0,258.0,220.0,213.0,244.0,175.0,150.0,558.0,32.0,60.0,67.0,150.0
Minimum Price,23.0,21.0,25.0,54.0,73.0,65.0,75.0,66.0,36.0,40.0,130.0,108.0,93.0,100.0,106.0,83.0,34.0,154.0,9.0,12.0,11.0,20.0
Modal Price,40.0,25.0,40.0,80.0,140.0,110.0,110.0,100.0,42.0,60.0,200.0,130.0,130.0,120.0,130.0,100.0,50.0,245.0,28.0,20.0,30.0,40.0
Andaman and Nicobar,45.0,,67.0,81.0,153.0,136.0,120.0,96.0,53.0,73.0,,176.0,220.0,,141.0,125.0,73.0,325.0,20.0,40.0,60.0,80.0
Andhra Pradesh,53.4,40.8,44.2,73.6,151.0,120.4,115.6,99.8,43.2,58.2,178.0,195.0,117.4,175.0,119.8,98.6,58.2,322.0,21.2,31.6,30.6,47.0
Arunachal pradesh,34.5,42.0,38.25,88.25,134.5,120.75,116.75,101.75,51.0,71.33,,159.0,153.33,143.67,212.5,,70.0,316.5,21.0,25.0,40.67,100.0
Assam,41.96,31.36,36.48,77.0,133.93,107.78,109.74,91.07,44.81,69.8,199.5,148.11,140.81,141.74,157.55,116.67,56.69,258.96,13.27,22.12,35.15,82.96
Bihar,38.28,26.17,32.86,73.56,136.11,112.39,108.42,80.08,43.22,55.22,190.76,137.25,126.03,130.33,169.34,111.4,48.47,278.72,22.57,19.56,31.14,65.14
Chandigarh,41.0,30.0,35.0,74.0,132.0,112.0,110.0,93.0,43.0,58.0,190.0,154.0,130.0,136.0,156.0,112.0,51.0,275.0,27.0,25.0,35.0,45.0
Chhattisgarh,37.0,34.67,37.67,81.0,140.5,110.0,108.33,89.0,42.5,55.83,200.83,147.67,132.33,131.83,138.33,120.5,49.5,321.83,21.5,22.83,29.33,41.33
Delhi,39.0,28.0,31.0,80.0,162.0,128.0,115.0,88.0,41.0,53.0,218.0,144.0,130.0,130.0,144.0,104.0,60.0,243.0,26.0,27.0,38.0,43.0
