,,,,,,,,,,,,,,,,,,,,,,
Department of Consumer Affairs ( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  28/08/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,41.58,29.95,35.25,77.72,139.97,115.16,111.24,92.22,43.36,58.27,191.45,141.18,128.7,128.88,128.46,102.88,52.37,280.89,22.39,24.32,32.95,63.27
Maximum Price,65.0,51.0,67.0,132.0,180.0,160.0,167.0,144.0,70.0,85.0,275.0,258.0,220.0,213.0,244.0,175.0,150.0,558.0,34.0,60.0,65.0,200.0
Minimum Price,23.0,21.0,25.0,55.0,73.0,65.0,75.0,66.0,36.0,40.0,130.0,108.0,93.0,100.0,100.0,83.0,34.0,154.0,9.0,11.0,11.0,17.0
Modal Price,40.0,25.0,32.0,80.0,140.0,110.0,110.0,90.0,42.0,60.0,200.0,130.0,130.0,120.0,130.0,100.0,50.0,240.0,28.0,20.0,32.5,50.0
Andaman and Nicobar,41.33,,66.0,84.67,149.67,141.33,128.0,99.67,53.0,70.67,236.5,195.67,198.33,,140.67,128.0,76.0,308.33,20.33,46.67,56.67,106.67
Andhra Pradesh,53.4,40.8,44.2,73.6,150.4,120.2,115.4,99.8,43.2,58.2,177.8,196.4,117.2,175.0,119.2,98.6,58.2,325.0,21.2,32.8,30.0,48.6
Arunachal pradesh,34.5,42.0,38.25,88.25,134.5,120.75,116.75,102.5,51.0,71.33,,159.0,153.33,143.67,212.5,,70.0,316.5,21.0,24.33,41.0,104.33
Assam,41.74,31.2,36.44,76.81,135.31,108.0,109.81,91.11,45.0,70.35,199.5,147.19,138.7,140.85,155.0,115.53,56.73,257.56,13.46,22.0,35.33,85.96
Bihar,38.14,26.17,32.8,72.74,135.14,111.86,108.4,79.51,43.09,55.0,187.6,139.14,125.46,130.2,170.5,110.75,48.31,277.63,22.71,19.6,30.71,72.31
Chandigarh,41.0,30.0,35.0,74.0,132.0,112.0,110.0,93.0,43.0,58.0,190.0,154.0,130.0,136.0,156.0,112.0,51.0,275.0,27.0,25.0,35.0,48.0
Chhattisgarh,37.44,33.44,36.0,77.11,137.0,103.89,106.44,88.89,41.44,59.0,194.0,146.89,127.22,129.78,142.11,118.11,48.33,283.22,23.33,23.44,29.67,46.78
Delhi,39.0,28.0,31.0,80.0,162.0,128.0,115.0,88.0,41.0,53.0,218.0,144.0,130.0,130.0,144.0,104.0,60.0,243.0,26.0,27.0,38.0,43.0
DNH and DD,45.0,39.33,44.0,79.67,150.0,130.33,123.67,96.33,41.0,64.0,211.33,154.67,140.67,132.67,134.0,101.67,67.33,350.0,27.0,21.67,32.67,44.33
Goa,47.0,43.0,42.0,83.5,162.0,126.0,122.5,97.5,42.5,57.5,216.0,161.0,144.0,152.5,122.5,100.0,56.5,315.5,24.5,34.5,39.5,37.0
Gujarat,37.43,32.43,37.0,77.43,136.86,120.0,108.29,95.71,41.57,57.57,194.71,153.86,140.71,150.86,139.71,105.71,50.29,279.14,14.86,23.57,25.14,72.86
