,,,,,,,,,,,,,,,,,,,,,,
Department of Consumer Affairs ( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  27/08/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,41.85,29.82,35.51,76.6,142.18,115.22,110.98,91.36,42.83,56.75,191.97,140.27,126.64,126.19,127.84,102.36,50.72,273.21,22.93,23.69,31.63,59.46
Maximum Price,65.0,51.0,67.0,132.0,180.0,158.0,156.0,144.0,60.0,76.0,260.0,235.0,220.0,190.0,244.0,170.0,100.0,558.0,35.0,48.0,60.0,190.0
Minimum Price,23.0,21.0,27.0,55.0,73.0,65.0,75.0,66.0,36.0,40.0,135.0,110.0,93.0,100.0,102.0,83.0,34.0,168.0,9.0,11.0,11.0,20.0
Modal Price,37.5,28.0,32.0,75.0,141.0,110.0,110.0,90.0,42.0,60.0,200.0,131.0,130.0,120.0,130.0,100.0,50.0,260.0,27.0,20.0,30.0,40.0
Andaman and Nicobar,45.0,,67.0,81.0,153.0,136.0,120.0,96.0,52.0,73.0,,176.0,220.0,,141.0,125.0,73.0,325.0,20.0,40.0,60.0,100.0
Andhra Pradesh,56.75,41.0,43.75,75.75,154.25,122.75,116.75,99.0,43.5,57.75,176.75,181.0,116.5,150.0,114.25,93.25,59.25,356.75,21.5,29.0,30.5,38.5
Arunachal pradesh,23.0,,35.0,80.0,120.0,120.0,110.0,100.0,50.0,68.0,,190.0,220.0,160.0,225.0,,70.0,300.0,30.0,27.0,37.0,60.0
Assam,41.5,32.8,36.44,75.31,132.56,102.46,109.31,90.75,44.94,70.94,234.5,144.5,138.18,136.75,159.54,109.22,59.5,263.13,14.13,21.31,36.63,88.0
Bihar,37.83,26.17,32.47,73.07,135.77,112.47,108.13,79.37,43.27,55.47,190.93,138.47,124.9,129.93,171.92,110.24,47.23,279.73,23.03,19.4,30.23,73.17
Chandigarh,41.0,30.0,35.0,74.0,132.0,112.0,110.0,93.0,43.0,58.0,190.0,154.0,130.0,136.0,156.0,112.0,51.0,275.0,27.0,25.0,35.0,60.0
