,,,,,,,,,,,,,,,,,,,,,,
Department of Consumer Affairs ( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  15/09/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Average Price,42.13,29.96,35.3,80.57,146.22,117.4,113.54,93.45,43.62,58.07,192.73,140.12,129.0,127.54,127.68,102.45,52.95,278.77,22.12,24.42,33.5,37.72
Maximum Price,65.0,59.0,70.0,133.0,189.0,168.0,157.0,147.0,70.0,80.0,257.0,258.0,220.0,200.0,245.0,198.0,143.0,558.0,32.0,60.0,65.0,125.0
Minimum Price,23.0,21.0,26.0,58.0,75.0,70.0,80.0,70.0,37.0,40.0,125.0,108.0,93.0,96.0,105.0,83.0,35.0,155.0,9.0,11.0,14.0,11.0
Modal Price,40.0,28.0,30.0,80.0,150.0,110.0,115.0,90.0,42.0,60.0,200.0,140.0,120.0,120.0,120.0,100.0,50.0,250.0,28.0,20.0,30.0,40.0
Andaman and Nicobar,43.0,,67.33,90.0,164.67,141.33,128.0,96.67,54.0,72.0,226.5,185.33,197.0,,137.67,121.33,77.33,308.33,20.67,47.33,59.33,70.0
Andhra Pradesh,52.2,40.8,43.8,78.2,158.8,122.4,116.2,100.6,43.2,58.2,177.8,195.6,117.2,175.0,119.2,99.4,58.2,325.0,21.2,31.4,31.6,21.0
Arunachal pradesh,34.5,42.0,38.0,90.0,139.5,122.5,120.0,104.25,51.0,71.0,,157.67,153.33,142.67,212.5,,70.0,300.0,21.0,24.33,39.33,65.0
Assam,41.33,30.82,36.63,79.22,136.35,108.17,111.22,91.11,45.22,69.3,200.5,147.37,137.86,139.3,154.05,116.22,57.22,251.27,13.41,22.04,36.26,63.87
Bihar,38.22,26.31,33.0,75.39,139.5,112.97,108.19,81.08,43.47,55.44,189.81,136.92,126.03,129.69,169.75,111.72,49.31,277.11,22.81,19.53,31.44,43.69
Chandigarh,41.0,30.0,35.0,74.0,132.0,112.0,110.0,93.0,43.0,58.0,190.0,154.0,130.0,136.0,156.0,112.0,51.0,275.0,27.0,25.0,45.0,30.0
Chhattisgarh,37.75,34.0,36.88,81.63,143.0,106.0,109.25,88.13,42.14,57.33,197.0,150.67,131.71,134.83,151.5,118.0,47.43,290.71,22.86,24.86,32.43,31.71
Delhi,39.0,28.0,31.0,88.0,168.0,132.0,120.0,91.0,42.0,53.0,218.0,145.0,129.0,128.0,143.0,99.0,60.0,247.0,26.0,25.0,38.0,28.0
DNH and DD,45.0,38.33,44.67,87.0,165.33,132.33,126.33,96.67,42.33,64.0,208.33,152.0,140.33,135.0,132.67,100.33,69.0,351.0,27.0,20.33,31.67,22.67
Goa,47.0,43.5,42.0,88.0,168.5,133.5,123.5,97.5,43.0,57.5,221.0,161.5,144.0,150.5,121.5,99.0,58.5,315.5,24.5,34.0,37.5,26.0
Gujarat,37.0,33.0,37.75,75.0,134.75,111.75,104.5,92.5,42.25,57.75,189.75,141.75,137.5,143.5,130.25,111.25,50.75,273.5,14.25,25.5,28.0,50.75
Haryana,44.0,26.33,34.0,76.0,125.33,108.33,107.0,97.67,43.0,59.67,188.67,145.67,128.0,133.0,169.33,115.67,46.33,235.0,25.0,17.0,28.67,47.33
Himachal Pradesh,38.33,21.0,32.25,80.75,146.83,123.25,114.92,90.0,44.5,53.25,219.5,165.75,136.36,133.1,152.4,121.5,46.83,258.75,27.58,31.75,37.67,32.0
Jammu and Kashmir,39.25,30.25,40.5,86.25,127.5,118.0,115.25,100.75,51.0,52.0,243.0,160.25,144.25,145.0,168.25,132.67,49.0,313.75,25.0,25.5,38.5,35.0
Jharkhand,38.06,31.71,35.11,78.89,147.28,108.83,108.11,81.89,44.76,57.06,177.83,139.56,122.94,131.71,155.19,105.82,47.88,292.53,23.12,19.61,28.44,41.5
Karnataka,55.41,42.13,45.72,89.03,157.31,132.69,122.91,106.06,41.81,50.22,180.91,168.81,123.06,139.84,124.09,98.91,52.19,291.69,19.25,30.41,34.59,23.38
Kerala,49.67,44.17,47.5,98.92,170.5,141.83,135.5,112.33,43.46,53.46,231.5,196.38,153.92,,121.77,100.45,63.08,235.08,14.46,35.69,34.38,28.46
Madhya Pradesh,37.67,27.3,33.21,77.91,149.14,107.02,108.91,90.72,42.33,57.84,192.58,136.77,120.09,112.84,144.21,111.32,47.67,244.88,18.88,20.02,26.84,29.35
Maharashtra,47.42,38.26,42.74,80.84,164.11,122.53,120.0,98.84,43.63,58.0,190.26,159.78,131.26,112.16,125.32,104.0,52.11,293.05,23.74,27.37,30.89,24.53
Meghalaya,38.8,38.33,37.9,79.83,136.25,127.83,114.78,91.9,45.9,72.4,139.0,136.5,138.0,138.6,169.5,148.6,79.33,359.3,22.7,25.5,48.6,57.0
Mizoram,48.0,41.71,44.67,93.5,131.0,121.4,118.67,104.56,49.78,74.88,198.0,190.71,161.75,143.67,173.67,132.25,111.86,461.67,28.11,39.78,52.56,88.88
Nagaland,40.69,40.13,48.19,97.5,130.67,122.75,122.0,97.06,50.69,71.08,200.0,141.25,179.17,149.88,188.0,137.5,77.22,310.33,17.56,27.88,51.56,74.38
Odisha,36.88,37.61,40.13,77.68,155.0,113.48,110.0,80.4,44.12,52.08,169.33,139.4,117.48,138.0,117.12,95.6,50.83,273.1,26.28,20.28,32.64,32.64
Puducherry,46.0,39.0,33.0,73.0,168.0,125.0,110.0,87.0,40.0,45.0,205.0,166.0,149.0,,113.0,94.0,49.0,387.0,23.0,29.0,29.0,23.0
Punjab,37.14,24.21,29.43,82.07,146.79,118.07,112.21,96.71,43.07,59.4,192.15,126.57,120.5,119.64,139.46,106.82,52.0,266.47,26.0,19.53,32.73,29.53
Rajasthan,40.74,29.85,32.52,73.0,117.41,107.52,103.22,89.89,41.38,52.0,186.38,153.64,131.39,141.21,161.86,141.0,43.12,296.15,20.46,22.33,25.78,44.23
